id,equipamento_id,data_movimentacao,origem_local,origem_unidade,destino_local,destino_unidade,tipo_movimento,responsavel,observacoes,contador_mono_anterior,contador_mono_novo,contador_color_anterior,contador_color_novo
1853,513,2026-11-24,Unidade de Saude Avançada Itaqua,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1854,908,2026-11-24,Unidade de Saude Avançada Itaqua,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1855,522,2026-11-26,CAT,,Amparo,,saida_cliente,,Envio para cliente,,,,
1856,921,2026-11-26,Amparo,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1857,922,2026-11-26,CAT,,Porsche Campinas,,saida_cliente,,Envio para cliente,,,,
1858,847,2026-11-27,CAT,,HM ITU,,saida_cliente,,Envio para cliente,,,,
1859,923,2026-11-27,HM Itu,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1860,922,2026-12-01,Porsche Campinas,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1861,672,2026-12-01,CAT,,Porsche Campinas,,saida_cliente,,Envio para cliente,,,,
1862,881,2026-12-02,Centro de Exames da Mulher,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1863,750,2026-12-02,Centro de Exames da Mulher,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1864,919,2026-12-04,Centro de Exames da Mulher,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1865,924,2026-12-02,CAT,,Centro de Exames da Mulher,,saida_cliente,,Envio para cliente,,,,
1866,925,2026-12-02,CAT,,Centro de Exames da Mulher,,saida_cliente,,Envio para cliente,,,,
1867,926,2026-12-02,CAT,,Centro de Exames da Mulher,,saida_cliente,,Envio para cliente,,,,
1868,905,2026-12-09,CAT,,Figeuira Grande,,saida_cliente,,Envio para cliente,,,,
1869,646,2026-12-09,Figueira Grande,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1870,892,2026-12-15,CAT,,Porsche Matriz,,saida_cliente,,Envio para cliente,,,,
1871,927,2026-12-15,Porshce Matriz,,R10,,envio_manutencao,,Envio para manutenção,,,,
1872,519,2026-12-17,CAT,,Hosp Irmã Dulce 4Id (Praia Grande ),,saida_cliente,,Envio para cliente,,,,
1873,928,2026-12-17,CAT,,Pronto Socorro Central de Praia Grande,,saida_cliente,,Envio para cliente,,,,
1874,917,2026-12-17,CAT,,Pronto Socorro Central de Praia Grande,,saida_cliente,,Envio para cliente,,,,
1875,925,2026-12-19,Centro de Exames da Mulher,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1876,929,2026-12-19,CAT,,Centro de Exames da Mulher,,saida_cliente,,Envio para cliente,,,,
1877,611,2026-12-24,Ama E Capão,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1878,930,2026-12-24,CAT,,Ama E Capão,,saida_cliente,,Envio para cliente,,,,
1879,803,2026-01-09,"AES São Caetano  (Rua Rafael Corrêa Sampaio,361)",,CAT,,retorno_cliente,,Retorno de cliente,,,,
1880,533,2026-01-09,CAT,,"AES São Caetano  (Rua Rafael Corrêa Sampaio,361)",,saida_cliente,,Envio para cliente,,,,
1881,925,2026-01-19,CAT,,Mercadão de Mongagua,,saida_cliente,,Envio para cliente,,,,
1882,790,2026-01-19,Mercadão de Mongagua,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1883,636,2026-01-27,Santa Casa de São Roque,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1884,931,2026-01-27,CAT,,Santa Casa de São Roque,,saida_cliente,,Envio para cliente,,,,
1885,532,2026-01-28,CAT,,Hosp Paulo de Frontin (P),,saida_cliente,,Envio para cliente,,,,
1886,750,2026-01-28,CAT,,Hosp Paulo de Frontin,,saida_cliente,,Envio para cliente,,,,
1887,932,2026-01-28,CAT,,Hospital do Homem,,saida_cliente,,Envio para cliente,,,,
1888,907,2026-01-28,CAT,,Hospital Geral de Arraial do Cabo,,saida_cliente,,Envio para cliente,,,,
1889,849,2026-02-02,CAT,,Upa Dona Rosa (Americana),,saida_cliente,,Envio para cliente,,,,
1890,577,2026-02-02,Upa Dona Rosa (Americana),,CAT,,retorno_cliente,,Retorno de cliente,,,,
1891,767,2026-02-03,CAT,,Atix,,saida_cliente,,Envio para cliente,,,,
1892,857,2026-02-03,Atix,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1893,860,2026-02-06,PQ Novo Sto Amaro,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1894,757,2026-02-06,CAT,,PQ Novo Sto Amaro,,saida_cliente,,Envio para cliente,,,,
1895,809,2026-01-28,Hospital do Homem RJ,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1896,667,2026-01-28,Paulo de Frontin,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1897,933,2026-01-28,Hospital Geral de Arraial,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1898,666,2026-01-28,Paulo de Frontin,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1899,934,2026-02-02,CAT,,Mercadão de Praia Grande,,saida_cliente,,Envio para cliente,,,,
1900,518,2026-02-20,Humana Pompeia,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1901,837,2026-02-20,CAT,,Humana Pompeia,,saida_cliente,,Envio para cliente,,,,
1902,726,2026-03-02,CAT,,Complexo de Saúde Dr. Antonio João Abdalla ( Cajamar),,saida_cliente,,Envio para cliente,,,,
1903,880,2026-03-02,Complexo de Saúde Dr. Antonio João Abdalla ( Cajamar),,CAT,,retorno_cliente,,Retorno de cliente,,,,
1904,935,2026-03-04,CAT,,AES São Bernado,,saida_cliente,,Envio para cliente,,,,
1905,936,2026-03-05,CAT,,Francisco Morato,,saida_cliente,,Envio para cliente,,,,
1906,828,2026-03-05,Francisco Morato,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1907,937,2026-03-06,CAT,,Deposito,,entrada_estoque,,Entrada equipamento,,,,
1908,938,2026-03-11,CAT,,AES São Bernado,,saida_cliente,,Envio para cliente,,,,
1909,935,2026-03-11,AES São Bernado,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1910,939,2026-03-20,CAT,,Porsche Naçoes Unidas,,saida_cliente,,Envio para cliente,,,,
1911,940,2026-03-20,Porsche Naçoes Unidas,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1912,636,2026-03-23,CAT,,Vilhena (P),,saida_cliente,,Envio para cliente,,,,
1913,828,2026-03-23,CAT,,Vilhena (B),,saida_cliente,,Envio para cliente,,,,
1914,513,2026-03-25,CAT,,Ama E Capão,,saida_cliente,,Envio para cliente,,,,
1915,941,2026-03-25,Ama E Capão,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1916,523,2026-03-26,CAT,,Porsche Matriz,,saida_cliente,,Envio para cliente,,,,
1917,638,2026-03-26,Porsche Matriz,,R10,,retorno_cliente,,Retorno de cliente,,,,
1918,942,2026-03-26,CAT,,Mercadão de Santos,,saida_cliente,,Envio para cliente,,,,
1919,943,2026-03-26,Mercadão de Santos,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1920,944,2026-03-27,CAT,,Humana Ibirapuera,,saida_cliente,,Envio para cliente,,,,
1921,945,2026-03-27,Humana Ibirapuera,,R10,,retorno_cliente,,Retorno de cliente,,,,
1922,584,2026-03-30,CAT,,Ama Joamar 4ID,,saida_cliente,,Envio para cliente,,,,
1923,946,2026-04-02,CAT,,Humana Ibirapuera,,saida_cliente,,Envio para cliente,,,,
1924,794,2026-04-02,Humana Ibirapuera,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1925,947,2026-04-09,CAT,,Hospital de Arraial,,saida_cliente,,Envio para cliente,,,,
1926,948,2026-04-09,Hospital de Arraial,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1927,673,2026-04-10,CAT,,Hosp de Cachoeira de macacu (P),,saida_cliente,,Envio para cliente,,,,
1928,908,2026-04-10,CAT,,Hosp de Cachoeira de macacu (B),,saida_cliente,,Envio para cliente,,,,
1929,949,2026-04-10,Hosp Cachoeira de Macacu,,R10,,retorno_cliente,,Retorno de cliente,,,,
1930,518,2026-04-13,CAT,,Complexo de Saúde Dr. Antonio João Abdalla ( Cajamar),,saida_cliente,,Envio para cliente,,,,
1931,726,2026-04-13,Complexo de Saúde Dr. Antonio João Abdalla ( Cajamar),,CAT,,retorno_cliente,,Retorno de cliente,,,,
1932,660,2026-04-15,AES São Bernado,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1933,950,2026-04-15,CAT,,AES São Bernado,,saida_cliente,,Envio para cliente,,,,
1934,951,2026-04-24,CAT,,Hospital Nazaré Saquarema,,saida_cliente,,Envio para cliente,,,,
1935,952,2026-11-08,Humana Verbo Divino,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1936,953,2026-05-08,CAT,,Humana Verbo Divino,,saida_cliente,,Envio para cliente,,,,
1937,954,2026-05-11,CAT,,Mercadão Itanhaem,,saida_cliente,,Envio para cliente,,,,
1938,571,2026-05-11,Mercadão Itanhaem,,R10,,retorno_cliente,,Retorno de cliente,,,,
1939,934,2026-05-14,Mercadão Praia Grande,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1940,948,2026-05-14,CAT,,Mercadão Praia Grande,,saida_cliente,,Envio para cliente,,,,
1941,955,2026-05-14,CAT,,Samir - Itapevi,,saida_cliente,,Envio para cliente,,,,
1942,956,2026-05-14,CAT,,Samir - Itapevi,,saida_cliente,,Envio para cliente,,,,
1943,957,2026-05-14,CAT,,Samir - Itapevi,,saida_cliente,,Envio para cliente,,,,
1944,890,2026-05-16,Juquitiba,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1945,600,2026-05-16,Juquitiba,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1946,919,2026-05-16,CAT,,Juquitiba,,saida_cliente,,Envio para cliente,,,,
1947,577,2026-05-16,CAT,,Juquitiba,,saida_cliente,,Envio para cliente,,,,
1948,949,2026-05-19,CAT,,Samir - Cachoeira Paulista,,saida_cliente,,Envio para cliente,,,,
1949,958,2026-05-22,CAT,,Mercadão Praia Grande,,saida_cliente,,Envio para cliente,,,,
1950,959,2026-05-22,Mercadão Praia Grande,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1951,960,2026-05-25,AES Matriz,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1952,660,2026-05-25,CAT,,AES Matriz,,saida_cliente,,Envio para cliente,,,,
1953,961,2026-05-26,CAT,,Samir - Cachoeira Paulista  RX,,saida_cliente,,Envio para cliente,,,,
1954,962,2026-05-26,CAT,,Samir - Cachoeira Paulista  Laudo,,saida_cliente,,Envio para cliente,,,,
1955,963,2026-05-26,CAT,,Samir - Cachoeira Paulista  Backup,,saida_cliente,,Envio para cliente,,,,
1956,948,2026-06-03,CAT,,Hospital Geral de Arraial do Cabo,,saida_cliente,,Envio para cliente,,,,
1957,964,2026-06-03,Hospital Geral de Arraial do Cabo,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1958,965,2026-06-03,CAT,,Porsche Naçoes Unidas,,saida_cliente,,Envio para cliente,,,,
1959,611,2026-06-04,CAT,,Ama Capela,,saida_cliente,,Envio para cliente,,,,
1960,966,2026-06-04,Ama Capela,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1961,670,2026-05-05,CAT,,Porsche Matriz,,saida_cliente,,Envio para cliente,,,,
1962,517,2026-05-05,Porsche Matriz,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1963,934,2026-06-05,CAT,,Mercadão Enseada,,saida_cliente,,Envio para cliente,,,,
1964,967,2026-06-05,Mercadão Enseada,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1965,512,DATA,LOCAL COLETA,,LOCAL ATUAL,,transferencia,,MOVIMENTO,,,,
1966,968,2026-06-15,,,CAT,,transferencia,,,,,,
1967,969,2026-06-15,,,CAT,,transferencia,,,,,,
1968,970,2026-06-15,,,CAT,,transferencia,,,,,,
1969,971,2026-06-15,,,CAT,,transferencia,,,,,,
1970,972,2026-06-15,,,CAT,,transferencia,,,,,,
1971,973,2026-06-15,,,CAT,,transferencia,,,,,,
1972,974,2026-06-15,,,CAT,,transferencia,,,,,,
1973,975,2026-06-15,,,CAT,,transferencia,,,,,,
1974,976,2026-06-15,,,CAT,,transferencia,,,,,,
1975,977,2026-06-15,,,CAT,,transferencia,,,,,,
1976,978,2026-06-15,,,CAT,,transferencia,,,,,,
1977,979,2026-06-15,,,CAT,,transferencia,,,,,,
1978,980,2026-06-15,,,CAT,,transferencia,,,,,,
1979,981,2026-06-15,,,CAT,,transferencia,,,,,,
1980,982,2026-06-15,,,CAT,,transferencia,,,,,,
1981,983,2026-06-15,,,CAT,,transferencia,,,,,,
1982,984,2026-06-22,Mario Covas,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1983,985,2026-06-23,Adm - 4ID,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1984,986,2026-06-27,CAT,,P.A Macedonia,,saida_cliente,,Envio para cliente,,,,
1985,987,2026-06-27,P.A Macedonia,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1986,969,2026-07-03,CAT,,HISA,,saida_cliente,,Envio para cliente,,,,
1987,988,2026-07-03,HISA,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1988,989,2026-07-18,Hosp de Cachoeira de Macacu,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1989,990,2026-08-17,CAT,,Vera Cruz - Sala nova de Rx,,saida_cliente,,Envio para cliente,,,,
1990,991,2026-08-16,Pq Novo Sto Amaro,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1991,992,2026-08-16,CAT,,Pq Novo Sto Amaro,,saida_cliente,,Envio para cliente,,,,
1992,993,2026-09-28,Upa Jordanesia,,Ama Prates - consultorio 2,,saida_cliente,,Envio para cliente,,,,
1993,994,2026-08-28,Upa Jordanesia,,P.S Barra Funda,,retorno_cliente,,Retorno de cliente,,,,
1994,995,2026-08-28,Upa Jordanesia,,P.S Barra Funda,,retorno_cliente,,Retorno de cliente,,,,
1995,996,2026-08-28,Upa Jordanesia,,P.S Barra Funda,,retorno_cliente,,Retorno de cliente,,,,
1996,997,2026-08-29,Pq Fernanda,,CAT,,retorno_cliente,,Retorno de cliente,,,,
1997,998,2026-08-29,CAT,,Pq Fernanda,,saida_cliente,,Envio para cliente,,,,
1998,984,2026-09-28,CAT,,Ama Prates - Pacs,,saida_cliente,,Envio para cliente,,,,
1999,987,2026-09-28,CAT,,Ama Prates - consultorio 1,,saida_cliente,,Envio para cliente,,,,
2000,999,2026-09-06,CAT,,Amparo,,saida_cliente,,Envio para cliente,,,,
2001,1000,2026-09-06,Amparo,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2002,1001,2026-09-11,CAT,,Samir - Guarulhos HMU,,saida_cliente,,Envio para cliente,,,,
2003,1002,2026-09-10,CAT,,RD,,saida_cliente,,Envio para cliente,,,,
2004,970,2026-09-10,CAT,,CAT,,transferencia,,,,,,
2005,989,2026-09-10,CAT,,RD - Hosp da Criança e ado. GRU,,saida_cliente,,Envio para cliente,,,,
2006,1003,2026-09-13,CAT,,Ama Capão,,saida_cliente,,Envio para cliente,,,,
2007,1004,2026-09-13,Ama Capão,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2008,1005,2026-09-13,CAT,,JD Angela,,saida_cliente,,Envio para cliente,,,,
2009,1006,2026-09-13,JD Angela,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2010,1007,2026-09-19,Chacara Santana,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2011,1008,2026-09-19,CAT,,Chacara Santana,,saida_cliente,,Envio para cliente,,,,
2012,1006,2026-09-26,CAT,,RD - Hosp da Criança e ado. GRU,,saida_cliente,,Envio para cliente,,,,
2013,1009,2026-09-28,CAT,,Americana,,saida_cliente,,Envio para cliente,,,,
2014,1010,2026-10-09,JD Herculano,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2015,970,2026-10-27,CAT,,Saquarema - Samir,,saida_cliente,,Envio para cliente,,,,
2016,1011,2026-10-27,CAT,,Saquarema - Samir,,saida_cliente,,Envio para cliente,,,,
2017,997,2026-11-03,CAT,,Vila Dirce,,saida_cliente,,Envio para cliente,,,,
2018,1012,2026-11-08,3 Lagoas,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2019,1013,2026-11-08,3 Lagoas,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2020,997,2026-11-17,Vila Dirce,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2021,1004,2026-11-17,CAT,,Vila Dirce,,saida_cliente,,Envio para cliente,,,,
2022,1014,2026-11-21,CAT,,Samir - Espirito Santo,,saida_cliente,,Envio para cliente,,,,
2023,1015,2026-12-21,Cajamar,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2024,1016,2026-12-21,Galpão Samir,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2025,1017,2026-12-21,Galpão Samir,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2026,1011,2026-01-19,CAT,,Hosp Nelson Sales US - RJ,,saida_cliente,,Envio para cliente,,,,
2027,1017,2026-01-29,CAT,,AES - Capela do socorro,,saida_cliente,,Envio para cliente,,,,
2028,1017,2026-04-03,AES - Capela do socorro,,CAT,,retorno_cliente,,Retorno de cliente,,,,
2029,1017,2026-04-03,CAT,,URSI Santana/Jaçanã Samir,,saida_cliente,,Envio para cliente,,,,
2030,1018,2026-04-03,CAT,,URSI Santana/Jaçanã Samir,,saida_cliente,,Envio para cliente,,,,
2031,1019,2026-05-27,CAT,,Hora Certa Campo Limpo,,saida_cliente,,Envio para cliente,,,,
2032,1020,2026-08-07,CAT,,Aes São Bernado Clinica RR,,saida_cliente,,Envio para cliente,,,,
2033,968,2026-09-19,CAT,,Hosp Dia São Matheus AES,,saida_cliente,,Envio para cliente,,,,
2034,904,2026-06-16,Porsche Naçoes Unidas,Porsche Naçoes Unidas,RENCH - Estoque,RENCH - Estoque,retorno_cliente,Kaio,"equipamento apresentando atolamento, algumas vezes durante o dia ",,,,
2035,513,2026-06-11,Ama E Capão,Ama E Capão,RENCH - Estoque,RENCH - Estoque,retorno_cliente,Kaio,Contador 48279 ,,,,
2036,1021,2026-06-19,RENCH - Estoque,RENCH - Estoque,Mercadão Itanhaem,Mercadão Itanhaem,saida_cliente,Kaio,Contador na data da movimentação: C: 14378 / M: 1124,,,,
2037,954,2026-06-19,Mercadão Itanhaem,Mercadão Itanhaem,RENCH - Estoque,RENCH - Estoque,retorno_cliente,Kaio,Impressora voltando do cliente devido apresentar o erro 980 ,,,,
