id,codigo,tipo_equipamento,fabricante,modelo,numero_serie,patrimonio,status,unidade_id,local_atual_nome,cliente_atual,observacoes,contador_mono,contador_color,data_cadastro,ativo
744,RCH-IMP-000233,impressora,Oki,OKI C711,AK77045129,,ativo,,Hosp De Cubatão,,,78369,6829,2026-06-17 11:50:05,1
745,RCH-IMP-000234,impressora,Oki,OKI C711,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
746,RCH-IMP-000235,impressora,Epson,EPSON L3250,xaaab398495,,ativo,,Hosp De Cubatão,,,28176,0,2026-06-17 11:50:05,1
747,RCH-IMP-000236,impressora,Epson,EPSON L3210,xaaa087610,,ativo,,O.S Manutenção,,Impressão Ruim,4424,0,2026-06-17 11:50:05,1
748,RCH-IMP-000237,impressora,Epson,EPSON L1250,xbfr074815,,ativo,,Policlinica de Saquarema (P),,,0,0,2026-06-17 11:50:05,1
749,RCH-IMP-000238,impressora,Epson,EPSON L1250,xbfr076345,,ativo,,Policlinica de Saquarema (B),,,0,0,2026-06-17 11:50:05,1
750,RCH-IMP-000239,impressora,Epson,EPSON L3210,xaaa083694,,ativo,,Hosp Paulo de Frontin,,,9337,0,2026-06-17 11:50:05,1
751,RCH-IMP-000240,impressora,Epson,EPSON L1250,xbfr073355,,ativo,,PS Figueira,,,0,0,2026-06-17 11:50:05,1
752,RCH-IMP-000241,impressora,Hp,HP M432,brbsp9d041,,ativo,,R10 - SP,,Apresentando msg de troca de cilindro de REC mas imprimindo normal,93027,0,2026-06-17 11:50:05,1
753,RCH-IMP-000242,impressora,Hp,HP M4103,brbsrd40n9,,ativo,,Porsche Matriz,,,0,0,2026-06-17 11:50:05,1
754,RCH-IMP-000243,impressora,Oki,OKI ES5112,ak92018119c0,,ativo,,R10 - SP,,Bandeja Travada,155534,0,2026-06-17 11:50:05,1
755,RCH-IMP-000244,impressora,Epson,EPSON L805,w7uk047637,,ativo,,URSI ZN,,Impressora abastecida incorretamente,16513,0,2026-06-17 11:50:05,1
756,RCH-IMP-000245,impressora,Oki,OKI ES5112,ak88055366,,ativo,,Posto de Atendimento Imediato José Zanedin (Sta Cruz das Palmeiras) BK,,Bandeja Travada,360848,0,2026-06-17 11:50:05,1
757,RCH-IMP-000246,impressora,Oki,OKI ES4172,ak82030737,,ativo,,PQ Novo Sto Amaro,,,50253,0,2026-06-17 11:50:05,1
758,RCH-IMP-000247,impressora,Oki,OKI ES4172,,,ativo,,R10 - SP,,Peça quebrou apresentando msg de atolamento,0,0,2026-06-17 11:50:05,1
759,RCH-IMP-000248,impressora,Oki,OKI C711,al27009577,,ativo,,r10,,,279,16942,2026-06-17 11:50:05,1
760,RCH-IMP-000249,impressora,Hp,HP M408,brbsn8c9wd,,ativo,,Hospital Municipal de Quissamã RJ,,Queimou,57000,0,2026-06-17 11:50:05,1
761,RCH-IMP-000250,impressora,Hp,HP 4303,brbsr8z03x,,ativo,,Humana Ibirapuera,,,0,0,2026-06-17 11:50:05,1
762,RCH-IMP-000251,impressora,Zebra,Zebra-zt230,52j182806064,,ativo,,Humana Pompeia,,,0,0,2026-06-17 11:50:05,1
763,RCH-IMP-000252,impressora,Zebra,Zebra-zd230,d5n211203627,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
764,RCH-IMP-000253,impressora,Hp,HP 4303,brbsr9301y,,ativo,,Humana Pompeia,,,0,0,2026-06-17 11:50:05,1
765,RCH-IMP-000254,impressora,Oki,OKI ES4172,Ak76023968b0,,ativo,,R10 - SP,,erro 173,0,0,2026-06-17 11:50:05,1
766,RCH-IMP-000255,impressora,Oki,OKI ES4172,,,ativo,,Humana Verbo Divino,,,0,0,2026-06-17 11:50:05,1
767,RCH-IMP-000256,impressora,Oki,OKI ES4172,ak87035803,,ativo,,Atix,,,25958,0,2026-06-17 11:50:05,1
768,RCH-IMP-000257,impressora,Oki,OKI ES4172,,,ativo,,R10 - SP,,entrada de rede ruim e duplex ruim,0,0,2026-06-17 11:50:05,1
769,RCH-IMP-000258,impressora,Epson,EPSON M2170,x67y011429,,ativo,,Samir Piaui (Campo Maior),,,0,0,2026-06-17 11:50:05,1
770,RCH-IMP-000259,impressora,Epson,EPSON M1120,x5j2027008,,ativo,,Samir Piaui (Campo Maior),,,0,0,2026-06-17 11:50:05,1
771,RCH-IMP-000260,impressora,Epson,EPSON M1120,x5j2027718,,ativo,,Samir Piaui (Campo Maior),,,0,0,2026-06-17 11:50:05,1
772,RCH-IMP-000261,impressora,Epson,EPSON L3210,xaaa189267,,ativo,,Samir Piaui (Campo Maior),,,0,0,2026-06-17 11:50:05,1
773,RCH-IMP-000262,impressora,Epson,EPSON L3210,xaaa189230,,ativo,,Samir Piaui (Campo Maior),,,0,0,2026-06-17 11:50:05,1
774,RCH-IMP-000263,impressora,Oki,OKI ES8473,al7b009939,,ativo,,Nova Odessa,,,154,17,2026-06-17 11:50:05,1
775,RCH-IMP-000264,impressora,Oki,OKI ES5112,ak95000559,,ativo,,P.S Pindamonhagaba,,,120716,0,2026-06-17 11:50:05,1
776,RCH-IMP-000265,impressora,Oki,OKI ES5112,ak6a040330a0,,ativo,,R10 - SP,,Queimou,0,0,2026-06-17 11:50:05,1
777,RCH-IMP-000266,impressora,Hp,HP 4303,brbsr9301s,,ativo,,Humana Magda Pompeia,,,0,0,2026-06-17 11:50:05,1
778,RCH-IMP-000267,impressora,Hp,HP M4103,brbss730qd,,ativo,,Porsche Itaim,,,4785,0,2026-06-17 11:50:05,1
779,RCH-IMP-000268,impressora,Hp,HP M4103,brbss730q4,,ativo,,Porsche Campinas,,,0,0,2026-06-17 11:50:05,1
780,RCH-IMP-000269,impressora,Hp,HP M408,brbsr1113w,,ativo,,Porsche Ribeirão Preto,,,0,0,2026-06-17 11:50:05,1
781,RCH-IMP-000270,impressora,Oki,OKI ES5112,ak7b026236,,ativo,,Chavantes Samir,,,102098,0,2026-06-17 11:50:05,1
782,RCH-IMP-000271,impressora,Hp,HP M408,brbsn8c9w6,,ativo,,Chavantes Samir,,,55687,0,2026-06-17 11:50:05,1
783,RCH-IMP-000272,impressora,Hp,HP M408,brbsncljc5,,ativo,,Chavantes Samir,,,34645,0,2026-06-17 11:50:05,1
784,RCH-IMP-000273,impressora,Hp,HP M408,brbsn9fdzk,,ativo,,R10 - SP,,,25971,0,2026-06-17 11:50:05,1
785,RCH-IMP-000274,impressora,Oki,OKI ES8473,al57045791,,ativo,,Chavantes Samir,,,12666,36232,2026-06-17 11:50:05,1
786,RCH-IMP-000275,impressora,Epson,EPSON L1250,xbfr092189,,ativo,,Chavantes Samir,,,0,0,2026-06-17 11:50:05,1
787,RCH-IMP-000276,impressora,Epson,EPSON M1120,x67y011344,,ativo,,R10 - SP,,,3734,0,2026-06-17 11:50:05,1
788,RCH-IMP-000277,impressora,Epson,EPSON L1250,xbfr005458,,ativo,,Hosp Dia São Matheus AES,,,8914,0,2026-06-17 11:50:05,1
789,RCH-IMP-000278,impressora,Epson,EPSON L1250,xbfr096890,,ativo,,Amparo,,,0,0,2026-06-17 11:50:05,1
790,RCH-IMP-000279,impressora,Oki,OKI C711,AL27043258,,ativo,,R10 - SP,,,19334,50776,2026-06-17 11:50:05,1
791,RCH-IMP-000280,impressora,Oki,OKI ES8473,al5a033808,,ativo,,Hospital Municipal de Quissamã RJ,,,90687,162736,2026-06-17 11:50:05,1
792,RCH-IMP-000281,impressora,Hp,HP M432,BRBSP9D05H,,ativo,,R10 - SP,,Atolando Papel,77772,0,2026-06-17 11:50:05,1
793,RCH-IMP-000282,impressora,Hp,HP M432,brbsp9d053,,ativo,,Porsche Matriz,,,0,0,2026-06-17 11:50:05,1
794,RCH-IMP-000283,impressora,Oki,OKI ES4172,ak74007485,,ativo,,R10 - SP,,,28778,0,2026-06-17 11:50:05,1
795,RCH-IMP-000284,impressora,Oki,OKI C711,,,ativo,,R10 - SP,,erro 132,0,0,2026-06-17 11:50:05,1
796,RCH-IMP-000285,impressora,Oki,OKI C711,AK81024008,,ativo,,R10 - SP,,,14438,97831,2026-06-17 11:50:05,1
797,RCH-IMP-000286,impressora,Oki,OKI C711,ak98000031,,ativo,,R10,,bandj 1 não reconhece papel parte frontal solta,0,0,2026-06-17 11:50:05,1
798,RCH-IMP-000287,impressora,Oki,OKI ES5112,bw02001075c0,,ativo,,R10,,bandj1 Atolada,0,0,2026-06-17 11:50:05,1
799,RCH-IMP-000288,impressora,Oki,OKI ES5112,bw02014812,,ativo,,R10,,bandej1 Ruim,32011,0,2026-06-17 11:50:05,1
800,RCH-IMP-000289,impressora,Epson,EPSON M1120,X5j2027915,,ativo,,Upa Alto da Ponte São José do Campos,,,0,0,2026-06-17 11:50:05,1
801,RCH-IMP-000290,impressora,,gx420t,522,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
802,RCH-IMP-000291,impressora,Epson,EPSON L3150,x5evc46601,,ativo,,Hora Certa Cidade Ademar,,Não sai tinta preta,8023,0,2026-06-17 11:50:05,1
803,RCH-IMP-000292,impressora,Epson,EPSON L3150,x5ev689410,,ativo,,R10 - SP,,Impressão ruim,0,0,2026-06-17 11:50:05,1
804,RCH-IMP-000293,impressora,Hp,HP M4103,brbss730pb,,ativo,,Araguaya,,,0,0,2026-06-17 11:50:05,1
805,RCH-IMP-000294,impressora,Oki,OKI ES4172,ak74007384b0,,ativo,,Upa Vila das Belezas,,Queimou,4768,0,2026-06-17 11:50:05,1
806,RCH-IMP-000295,impressora,Epson,EPSON L1250,xbfr073706,,ativo,,Hospital Geral de Arraial - Raio x,,,10104,0,2026-06-17 11:50:05,1
807,RCH-IMP-000296,impressora,Oki,OKI C711,Ak82002033d0,,ativo,,Mercadão de Santos,,Bandeja 1 quebrada,33563,17437,2026-06-17 11:50:05,1
808,RCH-IMP-000297,impressora,Oki,OKI ES5112,ak7a03656,,ativo,,R10,,Adf Atolando e rasgando folha,96743,0,2026-06-17 11:50:05,1
809,RCH-IMP-000298,impressora,Epson,EPSON L3150,x5ev669904,,ativo,,R10 - SP,,,28736,0,2026-06-17 11:50:05,1
810,RCH-IMP-000299,impressora,Oki,OKI ES5112,bw02014812c0,,ativo,,Humana Ibirapuera,,,0,0,2026-06-17 11:50:05,1
811,RCH-IMP-000300,impressora,Oki,OKI ES5112,ak94014742,,ativo,,Humana Verbo Divino,,saindo pó na mão,91861,0,2026-06-17 11:50:05,1
812,RCH-IMP-000301,impressora,Oki,OKI ES8473,al7b047330,,ativo,,Hospital de Cajamar,,,19828,42694,2026-06-17 11:50:05,1
813,RCH-IMP-000302,impressora,Epson,EPSON M1120,X5j2024630,,ativo,,IRMANDADE DO HOSP. DE CARIDADE ANITA COSTA,,,0,0,2026-06-17 11:50:05,1
814,RCH-IMP-000303,impressora,Oki,OKI C711,ak23015961,,ativo,,Hosp De Cubatão,,,741,789755,2026-06-17 11:50:05,1
815,RCH-IMP-000304,impressora,Oki,OKI ES4172,AK87035803,,ativo,,R10 - SP,,Não puxa papel,25958,0,2026-06-17 11:50:05,1
816,RCH-IMP-000305,impressora,Epson,EPSON L1250,xbfr093840,,ativo,,Upa Vila das Belezas,,,0,0,2026-06-17 11:50:05,1
817,RCH-IMP-000306,impressora,Oki,OKI ES8473,AK57029688,,ativo,,Hosp de Cajamar,,,45306,165036,2026-06-17 11:50:05,1
818,RCH-IMP-000307,impressora,Epson,EPSON L1250,xbfr05590,,ativo,,O.S Manutenção,,Não sai tinta M e Y,0,0,2026-06-17 11:50:05,1
819,RCH-IMP-000308,impressora,Epson,EPSON L3250,xaab488511,,ativo,,O.S Manutenção,,,0,0,2026-06-17 11:50:05,1
820,RCH-IMP-000309,impressora,Oki,OKI ES8473,bx06011134,,ativo,,Guará,,,73006,120178,2026-06-17 11:50:05,1
821,RCH-IMP-000310,impressora,Oki,OKI C711,AK23015961,,ativo,,Francisco Morato,,,741,789755,2026-06-17 11:50:05,1
822,RCH-IMP-000311,impressora,Epson,EPSON L3250,Xaab709544,,ativo,,R10 - SP,,Impressora não puxa papel,7392,0,2026-06-17 11:50:05,1
823,RCH-IMP-000312,impressora,,CANON G3160,,,ativo,,R10 - SP,,Não puxa papel,0,0,2026-06-17 11:50:05,1
824,RCH-IMP-000313,impressora,Epson,EPSON L1250,xbfr121436,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
825,RCH-IMP-000314,impressora,Epson,EPSON M2170,X67y011344,,ativo,,Iotec,,,3734,0,2026-06-17 11:50:05,1
826,RCH-IMP-000315,impressora,Oki,OKI ES8473,,,ativo,,Hospital de Americana,,,0,0,2026-06-17 11:50:05,1
827,RCH-IMP-000316,impressora,Oki,OKI C911,al56014567,,ativo,,HM Itu,,Problema nos sensores,1210,38040,2026-06-17 11:50:05,1
828,RCH-IMP-000317,impressora,Oki,OKIC831,AL23002611,,ativo,,Vilhena (B),,,15626,14000,2026-06-17 11:50:05,1
829,RCH-IMP-000318,impressora,Oki,OKI C711,AK49014019,,ativo,,R10 - SP,,,8545,192700,2026-06-17 11:50:05,1
830,RCH-IMP-000319,impressora,Oki,OKI C711,,,ativo,,Mercadão de Itanhaem,,,0,0,2026-06-17 11:50:05,1
831,RCH-IMP-000320,impressora,Oki,OKI C711,,,ativo,,R10,,,0,0,2026-06-17 11:50:05,1
832,RCH-IMP-000321,impressora,Oki,OKIC831,al23002611,,ativo,,Francisco Morato,,,15626,14000,2026-06-17 11:50:05,1
833,RCH-IMP-000322,impressora,Oki,OKIC831,,,ativo,,R10,,,0,0,2026-06-17 11:50:05,1
834,RCH-IMP-000323,impressora,Epson,EPSON L1250,,,ativo,,R10 - SP,,Saindo Avermelhado,0,0,2026-06-17 11:50:05,1
835,RCH-IMP-000324,impressora,Hp,HP M408,brbsncljdl,,ativo,,Porsche Matriz,,,80862,0,2026-06-17 11:50:05,1
836,RCH-IMP-000325,impressora,Hp,HP M408,,,ativo,,R10 - SP,,Atolando papel,0,0,2026-06-17 11:50:05,1
837,RCH-IMP-000326,impressora,Hp,HP 4303,brbssct09z,,ativo,,Humana Pompeia,,,1349,6950,2026-06-17 11:50:05,1
838,RCH-IMP-000327,impressora,Oki,OKI ES8473,AL57029622,,ativo,,Samir São Roque,,,4202,678,2026-06-17 11:50:05,1
839,RCH-IMP-000328,impressora,Oki,OKI ES8473,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
840,RCH-IMP-000329,impressora,Hp,HP M4103,brbsq9p07y,,ativo,,Porsche Campinas,,,52622,0,2026-06-17 11:50:05,1
841,RCH-IMP-000330,impressora,Epson,EPSON L3210,XAAA153048,,ativo,,Samir Embu,,,6069,0,2026-06-17 11:50:05,1
842,RCH-IMP-000331,impressora,Hp,HP M4103,Brbssd50rb,,ativo,,Porsche Maringa,,,0,0,2026-06-17 11:50:05,1
843,RCH-IMP-000332,impressora,Hp,HP M4103,Brbssd50ms,,ativo,,Porsche Maringa,,,0,0,2026-06-17 11:50:05,1
844,RCH-IMP-000333,impressora,Oki,OKI C711,al23096590,,ativo,,Hospital da Brasilandia,,,397,9110,2026-06-17 11:50:05,1
845,RCH-IMP-000334,impressora,Zebra,Zebra GC420t,54j182800222,,ativo,,Humana Pompeia,,,0,0,2026-06-17 11:50:05,1
846,RCH-IMP-000335,impressora,Oki,OKI ES4172,ak74007482,,ativo,,Araguaya,,,80498,0,2026-06-17 11:50:05,1
847,RCH-IMP-000336,impressora,Oki,OKI ES8473,al5a045633,,ativo,,HM ITU,,,34972,35340,2026-06-17 11:50:05,1
848,RCH-IMP-000337,impressora,Hp,HP M4103,brbssd50sr,,ativo,,Porsche Maringa,,,0,0,2026-06-17 11:50:05,1
849,RCH-IMP-000338,impressora,Epson,EPSON L3210,xaaa102638,,ativo,,Upa Dona Rosa (Americana),,,20894,0,2026-06-17 11:50:05,1
850,RCH-IMP-000339,impressora,Oki,OKIC831,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:05,1
851,RCH-IMP-000340,impressora,Oki,OKI C711,ak49014019,,ativo,,Hospital Geral de Arraial,,,8545,192700,2026-06-17 11:50:05,1
852,RCH-IMP-000341,impressora,Oki,OKI ES4172,ak74007488,,ativo,,Atix,,,154727,0,2026-06-17 11:50:05,1
853,RCH-IMP-000342,impressora,Oki,OKI ES4172,,,ativo,,R10 - SP,,Queimou,0,0,2026-06-17 11:50:05,1
854,RCH-IMP-000343,impressora,Oki,OKI ES5112,bw02001070,,ativo,,Upa de Americana,,Atolando papel,174648,0,2026-06-17 11:50:05,1
855,RCH-IMP-000344,impressora,Oki,OKI ES4172,ak74007347,,ativo,,Amparo,,,131200,0,2026-06-17 11:50:05,1
856,RCH-IMP-000345,impressora,Hp,HP 4303,brbss9t128,,ativo,,Humana Ibirapuera,,,7405,0,2026-06-17 11:50:05,1
857,RCH-IMP-000346,impressora,Oki,OKI ES4172,ak7a039656,,ativo,,R10 - SP,,,96817,0,2026-06-17 11:50:05,1
858,RCH-IMP-000347,impressora,Oki,OKI ES4172,ak82030737b0,,ativo,,R10,,Queimou,0,0,2026-06-17 11:50:05,1
859,RCH-IMP-000348,impressora,Oki,OKI C711,ak7c001818,,ativo,,Mercadão Praia Grande,,erro 980 fusor,68935,24418,2026-06-17 11:50:05,1
860,RCH-IMP-000349,impressora,Oki,OKI ES4172,ak74007343,,ativo,,R10 - SP,,,46532,0,2026-06-17 11:50:05,1
861,RCH-IMP-000350,impressora,Oki,OKIC831,al28028136,,ativo,,Hosp Justino Luz (Piaui),,,90958,63134,2026-06-17 11:50:05,1
862,RCH-IMP-000351,impressora,Epson,EPSON L1250,Xbfr132520,,ativo,,Hosp Justino Luz (Piaui),,,0,0,2026-06-17 11:50:05,1
863,RCH-IMP-000352,impressora,Epson,EPSON L1250,Xbfr132563,,ativo,,Hosp Justino Luz (Piaui),,,0,0,2026-06-17 11:50:05,1
864,RCH-IMP-000353,impressora,Epson,EPSON L1250,Xbfr132882,,ativo,,Hosp Justino Luz (Piaui),,,0,0,2026-06-17 11:50:05,1
865,RCH-IMP-000354,impressora,Epson,EPSON L1250,Xbfr130845,,ativo,,Hosp Justino Luz (Piaui),,,0,0,2026-06-17 11:50:05,1
866,RCH-IMP-000355,impressora,Oki,OKI C711,al62005069,,ativo,,São Luis,,,6269,15142,2026-06-17 11:50:05,1
867,RCH-IMP-000356,impressora,Epson,EPSON L3110,x5eu273123,,ativo,,Hosp Ipiranga 4id,,,12676,0,2026-06-17 11:50:05,1
868,RCH-IMP-000357,impressora,Oki,OKI C711,ak15030612,,ativo,,Ame Carapicuiba,,,108992,79832,2026-06-17 11:50:05,1
869,RCH-IMP-000358,impressora,Oki,OKI ES5112,AK5C034556,,ativo,,R10,,,41245,0,2026-06-17 11:50:05,1
870,RCH-IMP-000359,impressora,Oki,OKI ES4172,AK74007341,,ativo,,R10 - SP,,Não Reconhece Papel,126090,0,2026-06-17 11:50:05,1
871,RCH-IMP-000360,impressora,Oki,OKI ES4172,ak81005394,,ativo,,Pq Fernanda,,,11734,0,2026-06-17 11:50:05,1
872,RCH-IMP-000361,impressora,Epson,EPSON L3250,xaab696809,,ativo,,R10 - SP,,,10490,0,2026-06-17 11:50:05,1
873,RCH-IMP-000362,impressora,Oki,OKI ES4172,ak87035803b0,,ativo,,R10,,Atolando papel,0,0,2026-06-17 11:50:05,1
874,RCH-IMP-000363,impressora,Oki,OKI ES5112,ak9201b119c0,,ativo,,R10,,Fusor ruim,0,0,2026-06-17 11:50:05,1
875,RCH-IMP-000364,impressora,Oki,OKI ES4172,ak94022105c0,,ativo,,Nova Odessa,,atolando na bandeja adf,115615,0,2026-06-17 11:50:05,1
876,RCH-IMP-000365,impressora,Oki,OKI ES4172,ak7a039660b0,,ativo,,R10,,Não reconhece papel,0,0,2026-06-17 11:50:05,1
877,RCH-IMP-000366,impressora,Oki,OKI ES4172,ak97011014c0,,ativo,,R10,,Não puxa papel,0,0,2026-06-17 11:50:06,1
878,RCH-IMP-000367,impressora,Oki,OKI C711,ak4a015617,,ativo,,Mercadão Morumbi,,,47480,122000,2026-06-17 11:50:06,1
879,RCH-IMP-000368,impressora,Oki,OKI ES5112,ak95011676,,ativo,,USF Cidade Nova,,Impressora Nova,22629,0,2026-06-17 11:50:06,1
880,RCH-IMP-000369,impressora,Oki,OKI ES4172,ak6b057578,,ativo,,R10 - SP,,,303337,0,2026-06-17 11:50:06,1
881,RCH-IMP-000370,impressora,Epson,EPSON L3150,x5evb72348,,ativo,,R10 - SP,,,17747,0,2026-06-17 11:50:06,1
882,RCH-IMP-000371,impressora,Oki,OKI ES5112,ak95020421,,ativo,,JD Angela,,,70062,0,2026-06-17 11:50:06,1
883,RCH-IMP-000372,impressora,Epson,EPSONS L1250,xdnz003224,,ativo,,Hosp do Homem RJ,,,0,0,2026-06-17 11:50:06,1
884,RCH-IMP-000373,impressora,Epson,EPSON L3250,xaabb76975,,ativo,,AES São Matheus,,,8291,0,2026-06-17 11:50:06,1
885,RCH-IMP-000374,impressora,Oki,OKIC831,al25029820,,ativo,,Hospital Israelita Albert Sabin,,,61,180,2026-06-17 11:50:06,1
886,RCH-IMP-000375,impressora,Oki,OKI C911,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
887,RCH-IMP-000376,impressora,Epson,EPSON L3150,x5ev975388,,ativo,,"AES São Caetano  (Rua Rafael Corrêa Sampaio,361)",,,8866,0,2026-06-17 11:50:06,1
888,RCH-IMP-000377,impressora,Epson,EPSON L3210,xaaa153048,,ativo,,CDI - Suzano 4ID,,,6069,0,2026-06-17 11:50:06,1
889,RCH-IMP-000378,impressora,Epson,EPSON L3250,xaab709544,,ativo,,"AES São Caetano  (Rua Rafael Corrêa Sampaio,361)",,,7392,0,2026-06-17 11:50:06,1
890,RCH-IMP-000379,impressora,Epson,EPSON L3110,x5eve08398,,ativo,,R10 - SP,,,69166,0,2026-06-17 11:50:06,1
891,RCH-IMP-000380,impressora,Hp,HP M432,brbs02lg5b,,ativo,,Porsche Matriz,,,92622,0,2026-06-17 11:50:06,1
892,RCH-IMP-000381,impressora,Hp,HP M432,brbsp9d0z3,,ativo,,Porsche Matriz,,,39501,0,2026-06-17 11:50:06,1
893,RCH-IMP-000382,impressora,Epson,EPSON L1250,w5ev975388,,ativo,,R10 - SP,,,8853,0,2026-06-17 11:50:06,1
894,RCH-IMP-000383,impressora,Oki,OKI ES5112,akc5037009,,ativo,,R10 - SP,,Bandeija Travada,88641,0,2026-06-17 11:50:06,1
895,RCH-IMP-000384,impressora,Zebra,Zebra GC420t,54j185200998,,ativo,,Humana Pompeia,,,0,0,2026-06-17 11:50:06,1
896,RCH-IMP-000385,impressora,Zebra,Zebra-GT800,11j184702459,,ativo,,Humana Ibirapuera,,,0,0,2026-06-17 11:50:06,1
897,RCH-IMP-000386,impressora,Oki,OKI ES5112,bw02014814,,ativo,,Humana Ibirapuera,,,36237,0,2026-06-17 11:50:06,1
898,RCH-IMP-000387,impressora,Hp,HP M428,brdspd00kg,,ativo,,Porsche Matriz,,,3230,0,2026-06-17 11:50:06,1
899,RCH-IMP-000388,impressora,Epson,EPSON L3250,xaaba43477,,ativo,,Hosp Bertioga 4ID,,Pecinha de rolagem soltou,84974,0,2026-06-17 11:50:06,1
900,RCH-IMP-000389,impressora,Epson,EPSON L1250,xbfr008018,,ativo,,R10 - SP,,Atolando papel,0,0,2026-06-17 11:50:06,1
901,RCH-IMP-000390,impressora,Epson,EPSON M1120,x5j2027972,,ativo,,R10 - SP,,Não liga,0,0,2026-06-17 11:50:06,1
902,RCH-IMP-000391,impressora,Oki,OKI C711,sn,,ativo,,R10 - SP,,Apr msg de erro,155,34233,2026-06-17 11:50:06,1
903,RCH-IMP-000392,impressora,Oki,OKI ES5112,bw02001066,,ativo,,R10 - SP,,,35726,0,2026-06-17 11:50:06,1
904,RCH-IMP-000393,impressora,Hp,HP M428,brdsq2h0gl,,ativo,199,RENCH - Estoque,,,12385,0,2026-06-17 11:50:06,1
905,RCH-IMP-000394,impressora,Oki,OKI C711,ak72034260,,ativo,,Figeuira Grande,,,175904,205,2026-06-17 11:50:06,1
906,RCH-IMP-000395,impressora,Oki,OKI C711,ak87039644,,ativo,,HM Itu,,,113,35095,2026-06-17 11:50:06,1
907,RCH-IMP-000396,impressora,Oki,OKI ES5112,bw0a006027,,ativo,,Hospital Geral de Arraial do Cabo,,,145479,0,2026-06-17 11:50:06,1
908,RCH-IMP-000397,impressora,Oki,OKI ES5112,ak5c049394,,ativo,,Hosp de Cachoeira de macacu (B),,,105356,0,2026-06-17 11:50:06,1
909,RCH-IMP-000398,impressora,Oki,OKI ES5112,bw0a006041,,ativo,,Hosp Regional Teodoro Sampaio (Comp de apoio),,,111773,0,2026-06-17 11:50:06,1
910,RCH-IMP-000399,impressora,Oki,OKI ES5112,bw0a003581,,ativo,,Hosp Regional Teodoro Sampaio (Servidor ),,,71922,0,2026-06-17 11:50:06,1
911,RCH-IMP-000400,impressora,Oki,OKI ES5112,bw0a003579,,ativo,,Hosp Regional Teodoro Sampaio (Backup),,,103966,0,2026-06-17 11:50:06,1
912,RCH-IMP-000401,impressora,Oki,OKI ES5112,ak95029425,,ativo,,Samir - Espirito Santo,,,65856,0,2026-06-17 11:50:06,1
913,RCH-IMP-000402,impressora,Oki,OKI ES5112,bw09028536,,ativo,,Samir - Espirito Santo,,,25966,0,2026-06-17 11:50:06,1
914,RCH-IMP-000403,impressora,Oki,OKI ES5112,ak95020375,,ativo,,Samir - Espirito Santo,,,295042,0,2026-06-17 11:50:06,1
915,RCH-IMP-000404,impressora,Oki,OKI ES5112,ak92011867,,ativo,,Samir - Espirito Santo,,,95588,0,2026-06-17 11:50:06,1
916,RCH-IMP-000405,impressora,Epson,EPSON L1250,xdnz003148,,ativo,,Ursi,,,0,0,2026-06-17 11:50:06,1
917,RCH-IMP-000406,impressora,Oki,OKI ES4172,ak97011016c0,,ativo,,Pronto Socorro Central de Praia Grande,,Peça que puxa papel quebrou,208892,0,2026-06-17 11:50:06,1
918,RCH-IMP-000407,impressora,Oki,OKI C911,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
919,RCH-IMP-000408,impressora,Epson,EPSON L1250,xdnz003124,,ativo,,Juquitiba,,,4591,0,2026-06-17 11:50:06,1
920,RCH-IMP-000409,impressora,Oki,OKI ES8473,al5a033690,,ativo,,R10,,,0,0,2026-06-17 11:50:06,1
921,RCH-IMP-000410,impressora,Oki,OKI ES4172,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
922,RCH-IMP-000411,impressora,Hp,HP M408,brbs01sl9k,,ativo,,R10 - SP,,,3188,0,2026-06-17 11:50:06,1
923,RCH-IMP-000412,impressora,Oki,OKI C911,,,ativo,,R10 - SP,,,0,0,2026-06-17 11:50:06,1
924,RCH-IMP-000413,impressora,Oki,OKI C711,,,ativo,,Centro de Exames da Mulher,,,0,0,2026-06-17 11:50:06,1
925,RCH-IMP-000414,impressora,Oki,OKI C711,ak4b020781,,ativo,,Mercadão de Mongagua,,,4991,26506,2026-06-17 11:50:06,1
926,RCH-IMP-000415,impressora,Oki,OKI C711,ak79039559,,ativo,,Centro de Exames da Mulher,,,558,42277,2026-06-17 11:50:06,1
927,RCH-IMP-000416,impressora,Hp,HP M428,,,ativo,,R10,,,0,0,2026-06-17 11:50:06,1
928,RCH-IMP-000417,impressora,Oki,OKI ES8473,al6c058672,,ativo,,Pronto Socorro Central de Praia Grande,,,12671,49173,2026-06-17 11:50:06,1
929,RCH-IMP-000418,impressora,Oki,OKI C711,ak97007734,,ativo,,Centro de Exames da Mulher,,,1693,68324,2026-06-17 11:50:06,1
930,RCH-IMP-000419,impressora,Oki,OKI ES5112,ak5c034628,,ativo,,Ama E Capão,,,191318,0,2026-06-17 11:50:06,1
